Body,Actual Tags,Predicted Tags
" 이 출원상표는 지정상품 중 「코프라(Copra)」와 관련하여 볼 때 타인의 선출원 상표 제「40-2006-16426(총각네김치)」호와 주요부분의 하나가 칭호, 외관, 관념이 동일 또는 유사한 상표이므로 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 다만 지적된 상품을 삭제하거나, 타인의 선출원 상표가 출원취하, 출원포기, 거절결정 또는 무효가 확정된 경우에는 이 거절이유에 대하여 그러하지 아니합니다.","('관념유사', '발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 지정상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400589023(스피리그 spirig)호와 칭호가 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.본원상표는 그 지정상품 중 ‘액체 탈취 방향제’는 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 끝.,"('발음유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품 ‘공책,메모지,서류폴더,수첩’과 관련하여 볼 때 타인의 선등록 상표 제0580072호( 우리가족교육카드)와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 ""전부""와 관련하여 볼 때 타인의 선등록 상표 제400660266(도형, Bart)호 및 타인의 선출원 후등록 상표 제400672774(도형, Bart)호와 1요부의 칭호, 관념이 동일 또는 유사한 상표이므로, 상표법 제7조 제1항 제7호 및 제8조에 해당하여 상표등록을 받을 수 없습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 지정상품 『노래책,만화책,서적,소책자,습자 또는 제도용 책,신문,악보,연감(年鑑),음악교재,잡지,전화번호부,정기간행물,학습지,핸드북,회보,카탈로그,티켓,팜플렛,포스터』와 관련하여 볼 때 ‘100점기출문제집’는 지정상품 의 품질, 용도 등 성질표시로서 식별력이 없고, ‘동아’는 다수등록되어 이를 지정상품에 사용하더라도 수요자가 누구의 업무와 관련된 상품을 표시하는 상표인지를 식별할 수 없으므로 상표법 제6조 제1항 7호에 해당되어 상표등록을 받을 수 없습니다.2. 본원상표는 지정 상품 『그림,글씨,수채화,초상화,판화,회화,브로마이드,사진,청사진』과 관련하여 볼 때 타인의 선등록 상표 제 400624140[(도형) 어린이 동아]호, 지정상품 『여송연용 밴드』와 관련하여 볼 때 타인의 선등록 상표 제 400297448[동아 동아 DONG AH]호, 400320810[(도형) DONG AH]호와, 지정상품 『가정용 고무풀,가정용 녹말풀,가정용 부레풀,가정용 풀,가정용아교풀』과 관련하여 볼 때 타인의 선등록 상표 제400264001호[(도형) 동아]호, 지정상품 『종이제 또는 플라스틱제 쓰레기봉투』와 관련하여 볼 때 타인의 선등록 상표 제400320571[(도형) DONG AH]호, 제400288161[동아 동아 DONG AH]호와, 지정상품 『종이제 국기(國旗),종이제 기(旗),종이제페넌트』와 관련하여 볼 때 타인의 선등록 상표 제 400291242[동아 동아 DONG AH]호와, 지정상품 『골판지상자,종이제 상자,포장용 종이제 포대,포장용 플라스틱제 포대』와 관련하여 볼 때 타인의 선등록 상표 제400328380[(도형) DONG AH]호, 지정상품 『맥주글라스용 깔개,종이제 블라인드,종이제 식탁매트,종이제 테이블린넨,종이제테이블깔개』와 관련하여 볼 때 타인의 선등록 상표 제400342267[(도형) DONG AH], 400292176호[동아 동아 DONG AH]호와, 지정상품 『장식도공용 브러시』와 관련하여 볼 때 타인의 선등록 상표 제400318250[(도형) DONG AH]호, 지정상품 『넘버링머신,등사기,등사판,문서세단기,비전기식 크레디트카드 각인기,사무용 서류절단기,사무용 서류코팅기,사무용봉인기,사무용접착테이프디스펜서,소인기(消印機),수동식 라벨부착기구,스탬프프린터,우표요금계기,전동천공기,제도기,제도판,제본천공기,젤라틴판복사기,철판복사기,청사진복사기,체크라이터,카트리지리본,카트리지테이프,타자기,편지개봉기,편지봉함기』과 관련하여 볼 때 타인의 선등록 상표 제400296065[동아 동아 DONG AH]호 , 지정상품 『견출지,계산표,고무지우개,곤충채집상자,골필(骨筆),공책,관리표,괘지(罫紙),그림물감통,글자지우개판,금전분별용 및 계산용 정리쟁반,단어암기구,대장(臺帳),도장,도장재료,등사원지,등사원지판,루스리프식 바인더,루스리프용지,만년필,먹,먹물,메모지,명함용지,목탄연필,문방구용 고무풀,문방구용 녹말풀,문방구용 문서화일,문방구용 부레풀,문방구용 점성고무테이프,문방구용 접착테이프,문방구용 풀,문방구용색인카드,문진(文鎭),미술용 수채화접시,방안지,벼루,볼펜,봉투,북엔드,분도기(分度器),분필,분필지우개,분필홀더,붓,비전기식 차트 포인터,사무용 고무밴드,사무용 골무,사무용 급습구(給濕具),사무용 철침,사무용 클립,사무용 펀치,사무용지패드,사인펜,사진꽂는 스탠드,샤프펜슬,서류봉투,서류폴더,석판,석필(石筆),수정액,수첩,스케치북,스크랩북,스탬프대,스탬프용 패드,스탬프케이스,압지(壓紙),압침,앨범,에칭용 침,연결자,연필,연필깎기,연필심,연필심홀더,연필홀더,용전(用箋),운형자,인장(印章),인주,일부인(日附印),잉크,잉크병,잉크스탠드,잉크지우개,잉크흡수용 패드,자기스탬프,자기칠판,자기펜,장부(帳簿),장서표,전표(傳票),제도용 T자,제도용 압핀,제도용 직각자,제도용 콤파스,제도용 패드,제도용 핀,제도용지,제도용트레이싱침,조각판,종이제 드로워 라이너,종이제나비매듭리본,종이죔쇠,지구의(地球儀),지철구,직각자,차트,책받침,철필,칠판,칠판지우개,침핀,카본페이퍼,캔버스,크레용,클립보드,트레이싱용패턴,트레이싱페이퍼,파스텔,페이퍼나이프,페이퍼클립,펜,펜 또는 연필스탠드,펜대,펜상자,펜촉,펜케이스,펜클립,편지개봉용 칼,편지꽂이,편지지철,필가,필기구상자세트,필기구지지용 손목밴드,필통,필판,필판지우개,해면,호치키스,회화용 솔,회화용 이즐,회화용 팔레트,흡묵기』와 관련하여 볼 때 타인의 선등록 상표 제400515546[(도형) 아 DONG-A]호, 제400493351[동아]호와, 지정상품 『가스렌지의이물받침용 알루미늄호일,은박지,주방용 호일』과 관련하여 볼 때 타인의 선등록 상표 제 450003112[동아 오츠카 DONG-A OTSUKA]호, 지정상품 『셀룰로오스제 일회용 기저귀,유아용 종이제 일회용 기저귀』와 관련하여 볼 때 타인의 선등록 상표 제 400650989[(도형) 동아실크 DONG-A SILK]호와 일요부의 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('관념유사', '발음유사', '식별력')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품과 관련하여 볼 때 타인의 선등록상표 제 452211(리폼)호와 칭호 가 유사하고, 또한 지정상품과 관련하여 볼 때 타인의 선등록상표 제452210(REFORM)호와 칭호, 외관이 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “석유합성 세제”는 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적인 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다.본원상표는 그 지정상품 중 “클린저”은 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 명확한 상품명(예시): 화장용 바디 클린저, 훼이셜클린저(facialcleansers) 등. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 지정상품 중 “레저용보호장비,스포츠용보호장비,레저용헬멧,스포츠용헬멧”과 관련하여 볼 때, 타인의 선출원 상표 제4020060023160호(SOMARU)와 칭호가 유사한 상표로서 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 또한, 타인의 선출원 상표가 거절결정, 출원취하, 출원포기 또는 무효가 확정된 경우에도 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.2. 본원상표는 그 지정상품 중 “레저용보호장비,스포츠용보호장비”는 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.※ 정확한 상품류: 28류","('발음유사', '상품 불명확')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품 ‘골판지,기록기계용 종이,내산지(耐酸紙),등사원지용지,라이스페이퍼,루핑원지,무선전신용지,발광지,방수지,방유지,방화지,백판지,복사용지,선화지,셀로판지,신문용지,심전계용 종이,안피지,어군탐지기용습식기록지,여과지,왁스처리종이,유지(油紙),인쇄용지,장판지,전사지(轉寫紙),청사진용지,카본원지,커피여과지,컴퓨터프로그램기록용 종이테이프및 카드,타자용지,판지,팩시밀리용지,포스트카드지,포장용지,표지,필기도화용지,한지,혼응지(混凝紙),황산지(黃酸紙),황판지,냅킨용지,종이물수건,종이손수건,종이수건,종이제 얼굴수건,화장실용 휴지,화장제거용 종이티슈,화장지,견출지,계산표,고무지우개,골필(骨筆),공책,관리표,괘지(罫紙),그림물감통,글자지우개판,금전분별용 및 계산용 정리쟁반,단어암기구,대장(臺帳),도장,도장재료,등사원지,등사원지판,루스리프식 바인더,루스리프용지,만년필,먹,먹물,메모지,명함용지,목탄연필,문방구용 고무풀,문방구용 녹말풀,문방구용 문서화일,문방구용 부레풀,문방구용 점성고무테이프,문방구용 접착테이프,문방구용 풀,문방구용색인카드,문진(文鎭),미술용 수채화접시,방안지,벼루,볼펜,봉투,북엔드,분도기(分度器),분필,분필지우개,분필홀더,붓,비전기식 차트 포인터,사무용 고무밴드,사무용 골무,사무용 급습구(給濕具),사무용 철침,사무용 클립,사무용 펀치,사무용지패드,사인펜,사진꽂는 스탠드,샤프펜슬,서류봉투,서류폴더,석판,석필(石筆),수정액,수첩,스케치북,스크랩북,스탬프대,스탬프용 패드,스탬프케이스,압지(壓紙),압침,앨범,에칭용 침,연결자,연필,연필깎기,연필심,연필심홀더,연필홀더,용전(用箋),운형자,인장(印章),인주,일부인(日附印),잉크,잉크병,잉크스탠드,잉크지우개,잉크흡수용 패드,자기스탬프,자기칠판,자기펜,장부(帳簿),장서표,전표(傳票),제도용 T자,제도용 압핀,제도용 직각자,제도용 콤파스,제도용 패드,제도용 핀,제도용지,제도용트레이싱침,조각판,종이제 드로워 라이너,종이제나비매듭리본,종이죔쇠,지구의(地球儀),지철구,직각자,차트,책받침,철필,칠판,칠판지우개,침핀,카본페이퍼,캔버스,크레용,클립보드,트레이싱용패턴,트레이싱페이퍼,파스텔,페이퍼나이프,페이퍼클립,펜,펜 또는 연필스탠드,펜대,펜상자,펜촉,펜케이스,펜클립,편지개봉용 칼,편지꽂이,편지지철,필가,필기구상자세트,필기구지지용 손목밴드,필통,필판,필판지우개,해면,호치키스,회화용 솔,회화용 이즐,회화용 팔레트,흡묵기,맥주글라스용 깔개,종이제 블라인드,종이제 테이블깔개,종이제 테이블린넨,종이제식탁매트,그림엽서,달력,도표,멜로디연하장,복사용 필체견본,부적,비자기식 전철표,비자기식 크레디트카드,비자기식전화카드,설계도,수표,연하장,엽서,옷본(편물용목수단 옷본은 제외한다),우표,인쇄된 서식용지,인쇄된시간표,일기장,지도,카탈로그,티켓,팜플렛,포스터,노래책,만화책,서적,소책자,습자또는 제도용 책,신문,악보,연감(年鑑),음악교재,잡지,전화번호부,정기간행물,학습지,핸드북,회보’와 관련하여 볼 때 타인의 선등록 상표 서비스 제0014150호( BAR/BRI),상표 제0561583호(FABRIZIO),제0284331호( 훼브릭 펜 FABRIC PEN),제0223104호(파브릭스 PUBLICS)와 칭호가이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 본원상표는 “매끄러운(부드러운) 흐름”의 뜻으로 기체, 유체 등의 흐름과 관련이 있는 지정상품 전부(“공업용 식품배합기”를 제외한 지정상품 전부)와 관련하여 볼 때, 상품의 효능을 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제3호에 해당하여 상표등록을 받을 수 없습니다.2. 본원상표는 지정 상품 “공업용 식품배합기”와 관련하여 볼 때 타인의 선등록상표 제456295호(SMOOTHFLOW)와 (칭호, 관념, 외관)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다.3. 본원상표는 그 지정상품 중 “공업용 식품배합기”는 여러 상품의 명칭을 포함하는 명칭이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.※ 구체적인 상품명: 식품의 종류를 구체적으로 표기하여야 함.끝.","('관념유사', '발음유사', '상품 불명확', '식별력', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1.본원상표는 그 지정상품 중 『골프장갑』은 타 상품류구분(제28류)에 해당하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.2.다만, 지적된 상품명을 삭제하거나 상품류구분을 보정시 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다.※ 참고로 상품류가 신설되면 추가로 출원료를 납부하셔야함을 안내해드립니다.끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 타인의 선등록 제450000502(몽생이)호와 전부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. ( 관련상품 : 소시지제조용 창자 ) 끝.,"('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400379487(PRIDE)호와 (주요부의) (칭호, 관념)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 중 “머니벨트(의류),검도복,사이클선수운동복,수상스키복,에어로빅복,운동용아노락(Anorak),유도복,체조복,태권도복,승마바지,승마화,동정,두루마기,마고자,배자,저고리,한복바지,한복속옷,한복치마,방수피복”을 제외한 전부와 관련하여 볼 때 타인의 선등록 상표 제400140066호(도형 APPLE),제400175893호(Apple),제400175895호(애플)와 1요부 칭호, 관념이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '외관유사')"
" 본원상표는 지정 상품 “방음인클로저,방음재,보온용 단열재료,석면판,음향판(音響板),파이프용 비금속제보강재료,흡음판”와 관련하여 볼 때 타인의 선등록 상표 제400323224(페트롤 코트 PETROLL COAT)호와 1요부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “방음인클로저,방음재,보온용 단열재료,석면판,음향판(音響板),파이프용 비금속제보강재료,흡음판”와 관련하여 볼 때 타인의 선등록 상표 제400323224(페트롤 코트 PETROLL COAT)호와 1요부의 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 “휴대용 화장품케이스(내용물이 채워지지 않은 것을 말한다),”와 관련하여 볼 때 타인의 선등록 상표 제400139022 (대미 DEMI)호와 칭호가 동일 또는 유사하고, 지정 상품 “소시지제조용 창자”와 관련하여 볼 때 타인의 선등록 상표 제400526268 (VALIO DEMI)호와 칭호가 동일 또는 유사하고, 지정 상품 “먹이주머니”와 관련하여 볼 때 타인의 선등록 상표 제400657554 (DAMY)호와 칭호가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 전부와 관련하여 볼 때 타인의 선등록 상표 제400482995(SME조합)호, 400482988(SME조합)호와 (1요부의) (칭호, 관념)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 끝.","('관념유사', '발음유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 그 지정상품 중 “배아”은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. ※ 정확한 상품류:31류 끝,"('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정상품 “배추”와 관련하여 볼 때, 동 상품의 보통명칭을 보통으로 사용하는 방법으로 표시한 상표이므로 상표법 제6조 제1항 제1호에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 지정상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.※ 국립종자관리소에 품종생산수입판매신고된 “배추”의 품종인“엄마손맛(2-02-2003-75)”과 본원상표는 유사함    ","('식별력',)","('관념유사', '기타', '발음유사', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “수송기계기구용 바퀴(wheels forvehicles)”가 여러 상품의 명칭을 포함하는 명칭이고, “수송기계기구용내부튜브(inner tubes for vehicles)”는 불명확한 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 구체적인 지정상품명으로 수정하면 다른 거절이유가 없는 한 등록받을 수 있습니다. 끝.※ 구체적인 상품명:수송기계기구용내부튜브=>수송기계기구용 타이어 내부튜브","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
 본원상표는 그 지정서비스업은 상품분류가 잘못 기재된 상품이므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다.,"('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 지정 상품 ‘CD-ROM,PDA,가이거계산기,광디스크,광전관(光電管),광학식문자판독장치,기록된 컴퓨터작동프로그램,기록된컴퓨터소프트웨어,기록된컴퓨터프로그램,내려받기 가능한 컴퓨터프로그램(소프트웨어),노트북컴퓨터,라디오용열전자관,랩탑컴퓨터,마우스,마우스패드,마이크로프로세서,바코드판독기,발광식 전자포인터,브라운관,비디오게임카트리지,비의료용 X-선관,비의료용 X-선방호장치,비의료용 X-선장치,비의료용X-선발생장치 및시설,비의료용레이저,비조명용 방전관,사이클로트론,수송기계기구조종 및 제어용시뮬레이터,수중청음기계기구,스캐너,열전자램프및열전자관,워드프로세서,워크스테이션,자기디스크,자기식(磁氣式) 인코더,자기탐광기,자기탐지기,자기테이프,자기테이프용 자기제거장치,전광게시판,전기식모니터장치,전열블랭킷,전자게시판,전자도난방지기,전자복사기,전자수첩,전자식 조립카드,전자신호송신기,전자응용자동문개폐장치,전자자동판매기,전자총,전자타자기,전자펜,전자현미경,전자회로학습기,정류관(整流管),중앙처리장치(프로세서),증폭용전자관,지진탐광기계기구,진공관,집광발전검용기,초음파살충기,초음파응용측심기,초음파응용탐상기,초음파응용탐지기,컴퓨터,컴퓨터기억장치,컴퓨터모니터,컴퓨터용 자기테이프장치,컴퓨터용 주크박스,컴퓨터용디스크드라이브,컴퓨터용손목 지지대,컴퓨터용프린터,컴퓨터전자오락기구,컴퓨터키보드,케이블점검패널,태양광자동추적센서,폐쇄회로,플로터,플로피디스크,휴대용전자계산기,휴대용전자번역기,다이오드,반도체,웨이퍼,집적회로,터미스터,트랜지스터,프린트회로(回路)’와 관련하여 볼 때 타인의 선등록 상표 제450010489(유니박스 unibox)호와 (전부의) (칭호, 외관)이 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 다른 거절이유가 없는 한 본원상표는 등록을 받을 수 있습니다. 끝.","('발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 본원상표는 그 지정상품 중 “자기제,자기제,자기제”는 불명확하므로 상표법 제10조에 해당하여 상표등록을 받을 수 없습니다. 다만, 지적된 상품명을 삭제하거나 상표법 시행규칙 [별표1]의 상품류구분표에 예시된 상품명칭을 참고하여 명확한 지정상품명으로 수정하면 다른 거절이유가 없는 한 본원상표는 등록받을 수 있습니다. 끝.","('상품 불명확',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 1. 이 출원상표는 지정상품 중 「크리스마스트리(살아있는 나무로 만든 것을 말한다)」와 관련하여 볼 때 타인의 선등록상표 제「45-897(도형, 삼진판지주식회사), 40-445383(삼진황토방)」호와 주요부분의 하나가 칭호, 외관이 동일 또는 유사하고,지정상품 중 「감태,꼬시레기,다시마,모자반,미역,우뭇가사리,청각,클로렐라,톳,파래,해태」와 관련하여 볼 때 타인의 선등록상표 제「40-371719(삼진물산)」호와 주요부분의 하나가 칭호, 외관이 동일 또는 유사하고,지정상품 중 「코프라(Copra),부화용 수정란,가금,가축,동물원 동물,병아리,사육용 동물,산란용 암탉,새,종축용 가축,짐승,굼벵이,벌레,지렁이」와 관련하여 볼 때 타인의 선등록상표 제「40-366203(삼진제약주식회사), 40-506727(삼진우먼플러스)」호와 주요부분의 하나가 칭호, 외관이 동일 또는 유사하고,지정상품 중 「귀리,기장,들깨,메밀,밀,배아,벼,보리,수수,옥수수,조,참깨,피,호밀,화분(花粉),가지,감자,고구마,고비,고사리,고추,냉이,녹두나물,당근,동아,마늘,머위,무,박,배추,벨후추,부추,산초나무,상치,생강,송로버섯,송이버섯,시금치,아티쵸크(Artichoke),양배추,양파,오이,우엉,인삼,자소,죽순,콩나물,토마토,파,파슬리,표고버섯,풋콩,피망,호박,양조용 및 증류용 맥아,감,대추,딸기,레몬,멜론,모과,밀감,바나나,바틀렛배(Bartlett pears),밤,배,복숭아,비파(枇杷),사과,살구,수박,아보카도(Avocados),아시아배(Asian pears),앵두,오렌지,올리브,은행,자두,자몽,잣,참외,코코넛,키위프루트(Kiwifruit),파인애플,파파야,페이조아(Feijoa),포도,호두,미가공 코코아원두,가물치,가오리,가자미,가재,갈치,게,고등어,고래,광어,굴,굴조개,꽁치,낙지,넙치,녹새치,농어,대구,대합,도미,돌고래,돔,멸치,명태,문어,미꾸라지,바지락조개,방어,밴댕이,뱀장어,병어,보리멸,복어,볼락,붕어,붕장어,삼치,상어,새우,성게,소라,숭어,식용 개구리,양미리,연어,연어알,오징어,우렁쉥이,은어,잉어,자라,전갱이,전복,전어,정어리,조개,조기,준치,쥐치,참치,청새치,청어,해삼,홍어,홍합,황새치,낚시용 살아있는 미끼」와 관련하여 볼 때 타인의 선등록상표 제「40-556673(삼진 지에프), 40-552561(삼진 지에프), 40-550154(삼진 지에프), 40-169100(삼진), 40-163117(삼진), 40-163115(삼진), 40-475173(삼진)」호와 주요부분의 하나가 칭호, 외관이 동일 또는 유사한 상표(이 출원상표는‘삼진’으로 약칭되거나 분리관찰이 가능하고, 이 경우 ‘삼진’이 동일유사함)이므로 상표법 제7조제1항제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 상기 지적된 상품을 삭제하거나 분할하여 출원하는 등의 적법한 조치를 하면 이 거절이유에 대하여 그러하지 아니합니다.2. 이 출원상표는 지정상품 중 「코프라(Copra),양조용 및 증류용 맥아,미가공 코코아원두」와 관련하여 볼 때 타인의 선출원 상표 제「40-2006-26322(도형, Samjin), 40-2006-21526(삼진 X-5 삼진 엑스화이브)」호와 주요부분의 하나가 칭호, 외관이 동일 또는 유사한 상표(이 출원상표는 ‘삼진’으로 약칭이 가능하고, 이 경우 ‘삼진’이 동일유사함)이므로 상표법 제8조에 해당하여 상표등록을 받을 수 없습니다. 다만 지적된 상품을 삭제하거나, 타인의 선출원 상표가 출원취하, 출원포기, 거절결정 또는 무효가 확정된 경우에는 이 거절이유에 대하여 그러하지 아니합니다.","('발음유사', '외관유사')","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
" 이 출원상표는 지정상품 “가공한 땅콩,두류가공식품{두부와 두부가공식품은 제외},보존처리된 렌즈콩,보존처리된 식용대두,보존처리된 완두콩,보존처리된 콩,보존처리한 두류,휴머스(병아리콩 페이스트) ”와 관련하여 볼 때, 타인의 선등록 상표 제400104621호 (PANASH)와 (전부의) (칭호)가 동일 또는 유사한 상표이므로 상표법 제7조 제1항 제7호에 해당하여 상표등록을 받을 수 없습니다. 다만, 문제가 되는 상품을 삭제 또는 분할하여 출원하거나 상기 타인의 선등록상표의 지정상품과 비유사한 상품으로 한정하여 상품의 실질적 범위를 제한하거나 세분하는 보정을 하는 경우에는 다른 거절이유가 없는 한 이 출원상표는 등록을 받을 수 있습니다. 끝.","('발음유사',)","('관념유사', '기타', '발음유사', '상품 불명확', '식별력', '외관유사')"
